Start Time:  10-03-2025 09:46:38          Time Completed:  10-03-2025 10:37:01      Elapsed Time:  00:50:22
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\Patron_SPM2a.txt
Plot File:     C:\IDEASVSM\LS_QC\Patron_SPM2a.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\Patron_SPM2a.dat

***DATA***

Field(G)	 Moment(emu)	
 18543.3 	 0.0776454 	
 18000 	 0.0776594 	
 17000 	 0.077358 	
 16000 	 0.07753 	
 15000 	 0.0775296 	
 14000 	 0.0774118 	
 13000 	 0.0773054 	
 12000 	 0.0772049 	
 11000 	 0.0770598 	
 10000 	 0.0768864 	
 8999.99 	 0.0767004 	
 7999.99 	 0.0765053 	
 6999.99 	 0.0758974 	
 6000 	 0.075877 	
 4999.99 	 0.0753099 	
 4000.02 	 0.0745826 	
 3000.28 	 0.073329 	
 2000 	 0.0707922 	
 999.991 	 0.0641533 	
 950.005 	 0.0634606 	
 899.994 	 0.0628514 	
 850.008 	 0.0620338 	
 799.997 	 0.0612588 	
 749.992 	 0.0603497 	
 700 	 0.0593721 	
 650.007 	 0.0583123 	
 599.994 	 0.0571052 	
 550 	 0.0556959 	
 499.993 	 0.0541534 	
 449.994 	 0.0523355 	
 400.007 	 0.050247 	
 350.012 	 0.0476682 	
 299.989 	 0.0446099 	
 249.996 	 0.040962 	
 199.993 	 0.0365239 	
 189.998 	 0.0353987 	
 179.996 	 0.0343433 	
 169.998 	 0.03327 	
 159.992 	 0.0322074 	
 149.994 	 0.0311919 	
 139.995 	 0.0301442 	
 129.989 	 0.0290968 	
 119.996 	 0.0281168 	
 110.006 	 0.0271295 	
 99.9911 	 0.0262055 	
 89.9983 	 0.0252643 	
 79.9995 	 0.0241138 	
 69.9974 	 0.0232886 	
 60.0012 	 0.0224512 	
 50.0129 	 0.0215849 	
 40.0039 	 0.0206767 	
 29.9981 	 0.0197733 	
 19.9876 	 0.0188472 	
 18.0031 	 0.0186032 	
 15.9934 	 0.0183918 	
 13.9953 	 0.0181869 	
 12.0058 	 0.0179901 	
 9.99459 	 0.0177879 	
 7.99419 	 0.0175947 	
 5.99787 	 0.0173915 	
 3.99973 	 0.0171948 	
 1.99651 	 0.0169926 	
-0.0140383 	 0.01679 	
-2.0044 	 0.0165885 	
-4.00513 	 0.0163895 	
-6.00388 	 0.0161873 	
-7.99812 	 0.0159919 	
-10.0003 	 0.0157906 	
-12.0028 	 0.0155878 	
-14.0003 	 0.0153786 	
-16.0014 	 0.015174 	
-18.0064 	 0.0149774 	
-20.015 	 0.0147655 	
-30.0009 	 0.0137888 	
-40.0058 	 0.0127291 	
-49.998 	 0.0116111 	
-60.002 	 0.0104425 	
-70.0113 	 0.00919325 	
-80.0053 	 0.00792007 	
-90.01 	 0.00656768 	
-99.9966 	 0.00508344 	
-110.003 	 0.00366596 	
-119.993 	 0.00211791 	
-130.008 	 0.000506864 	
-140.004 	-0.00118756 	
-149.993 	-0.0029884 	
-160.015 	-0.00478425 	
-170.005 	-0.00688977 	
-180.005 	-0.0086135 	
-190.001 	-0.0105328 	
-200.002 	-0.0124266 	
-249.999 	-0.0217835 	
-300.003 	-0.0296668 	
-349.993 	-0.036207 	
-400.005 	-0.0412819 	
-450.007 	-0.0456897 	
-500.004 	-0.0490811 	
-550.003 	-0.0517241 	
-600.007 	-0.0540782 	
-649.995 	-0.0559755 	
-699.994 	-0.0575664 	
-750.003 	-0.0588917 	
-799.999 	-0.0601358 	
-850.005 	-0.0611567 	
-900.001 	-0.0620179 	
