# H_G  |  m_emu/g
-1.872000e+04	-2.952800e+01
-1.800000e+04	-2.954080e+01
-1.700000e+04	-2.953862e+01
-1.600000e+04	-2.951063e+01
-1.500000e+04	-2.950408e+01
-1.400000e+04	-2.950478e+01
-1.300000e+04	-2.949416e+01
-1.200000e+04	-2.945784e+01
-1.100000e+04	-2.942697e+01
-9.999995e+03	-2.940593e+01
-8.999995e+03	-2.935403e+01
-7.999985e+03	-2.935046e+01
-7.000000e+03	-2.927722e+01
-5.999995e+03	-2.924655e+01
-4.999995e+03	-2.918403e+01
-4.000020e+03	-2.903487e+01
-2.999915e+03	-2.868662e+01
-2.000000e+03	-2.811856e+01
-9.999995e+02	-2.604877e+01
-9.499950e+02	-2.581288e+01
-9.000015e+02	-2.555822e+01
-8.500035e+02	-2.526090e+01
-8.000035e+02	-2.493063e+01
-7.499950e+02	-2.451580e+01
-6.999980e+02	-2.408539e+01
-6.499945e+02	-2.363820e+01
-6.000065e+02	-2.309375e+01
-5.499955e+02	-2.243897e+01
-4.999985e+02	-2.172065e+01
-4.499940e+02	-2.088305e+01
-3.999990e+02	-1.984940e+01
-3.499855e+02	-1.861136e+01
-2.999970e+02	-1.719215e+01
-2.500020e+02	-1.543681e+01
-2.000005e+02	-1.313751e+01
-1.899990e+02	-1.260211e+01
-1.799970e+02	-1.205303e+01
-1.700010e+02	-1.148311e+01
-1.600025e+02	-1.088602e+01
-1.500050e+02	-1.027955e+01
-1.400055e+02	-9.651313e+00
-1.300030e+02	-9.029504e+00
-1.200070e+02	-8.385540e+00
-1.100025e+02	-7.719715e+00
-9.999625e+01	-7.057590e+00
-9.000535e+01	-6.418407e+00
-7.999840e+01	-5.738097e+00
-6.999585e+01	-5.029425e+00
-5.998895e+01	-4.378052e+00
-4.999815e+01	-3.708736e+00
-4.000305e+01	-3.084699e+00
-3.000050e+01	-2.479048e+00
-2.000205e+01	-1.895750e+00
-1.799995e+01	-1.740794e+00
-1.600210e+01	-1.497018e+00
-1.400195e+01	-1.340924e+00
-1.200545e+01	-1.186380e+00
-1.000450e+01	-1.031333e+00
-7.994420e+00	-8.801726e-01
-5.998715e+00	-7.301440e-01
-3.995775e+00	-5.748599e-01
-1.998140e+00	-4.224356e-01
-4.838711e-04	-2.661690e-01
1.995470e+00	-1.088871e-01
3.998575e+00	5.146594e-02
5.997275e+00	2.084785e-01
7.995465e+00	3.656337e-01
9.999060e+00	5.207991e-01
1.199900e+01	6.829577e-01
1.399895e+01	8.458295e-01
1.600170e+01	1.004023e+00
1.800230e+01	1.228193e+00
1.999660e+01	1.378068e+00
3.000280e+01	2.051998e+00
3.999740e+01	2.634775e+00
5.000265e+01	3.253957e+00
5.999145e+01	3.889017e+00
6.999395e+01	4.555119e+00
7.999850e+01	5.177127e+00
8.999520e+01	5.902360e+00
1.000052e+02	6.526027e+00
1.100010e+02	7.183324e+00
1.199955e+02	7.823684e+00
1.300080e+02	8.464714e+00
1.399970e+02	9.116536e+00
1.499980e+02	9.730143e+00
1.599915e+02	1.032548e+01
1.700090e+02	1.090075e+01
1.799935e+02	1.145016e+01
1.900085e+02	1.194120e+01
1.999940e+02	1.255954e+01
2.499955e+02	1.484917e+01
2.999975e+02	1.656804e+01
3.500155e+02	1.798132e+01
4.000010e+02	1.909712e+01
4.500015e+02	2.026225e+01
4.999960e+02	2.104836e+01
5.499985e+02	2.137588e+01
5.999970e+02	2.198917e+01
6.499990e+02	2.249304e+01
7.000055e+02	2.295810e+01
7.500010e+02	2.329696e+01
8.000005e+02	2.343964e+01
8.500030e+02	2.343307e+01
9.000000e+02	2.383808e+01
9.500070e+02	2.417540e+01
1.000004e+03	2.446775e+01
1.999995e+03	2.659709e+01
3.000155e+03	2.722596e+01
4.000010e+03	2.758395e+01
5.000010e+03	2.783216e+01
5.999990e+03	2.791443e+01
7.000010e+03	2.791146e+01
8.000000e+03	2.815469e+01
9.000010e+03	2.818050e+01
9.999990e+03	2.817434e+01
1.100115e+04	2.815593e+01
1.200100e+04	2.833308e+01
1.299975e+04	2.784053e+01
1.400070e+04	2.799718e+01
1.500000e+04	2.781092e+01
1.600000e+04	2.797358e+01
1.700000e+04	2.796048e+01
1.800000e+04	2.814715e+01
1.869330e+04	2.803440e+01
